uniprot_id,source,structure_id,resolution,exp_method,chains,url,available,n_pdb_structures
P62829,pdb,8a3d,1.67,EM,P=1-140,https://files.rcsb.org/download/8a3d.cif,True,129
P62750,pdb,8a3d,1.67,EM,R=1-156,https://files.rcsb.org/download/8a3d.cif,True,135
P62805,pdb,3f9x,1.25,X-ray,E/F/G/H=16-25,https://files.rcsb.org/download/3f9x.cif,True,510
P62841,pdb,8glp,1.67,EM,SP=1-145,https://files.rcsb.org/download/8glp.cif,True,140
P62826,pdb,3gj0,1.48,X-ray,A/B=2-216,https://files.rcsb.org/download/3gj0.cif,True,131
P62847,pdb,8glp,1.67,EM,SY=1-133,https://files.rcsb.org/download/8glp.cif,True,145
P62834,pdb,4kvg,1.65,X-ray,A/C=1-167,https://files.rcsb.org/download/4kvg.cif,True,4
P62861,pdb,8glp,1.67,EM,Se=1-133,https://files.rcsb.org/download/8glp.cif,True,138
P62837,pdb,9gls,1.25,X-ray,AAA=1-147,https://files.rcsb.org/download/9gls.cif,True,58
P62854,pdb,8glp,1.67,EM,Sa=1-115,https://files.rcsb.org/download/8glp.cif,True,121
P62851,pdb,8glp,1.67,EM,SZ=1-125,https://files.rcsb.org/download/8glp.cif,True,140
P62875,pdb,9ehz,2.6,EM,J=1-67,https://files.rcsb.org/download/9ehz.cif,True,56
P62857,pdb,8glp,1.67,EM,Sc=1-69,https://files.rcsb.org/download/8glp.cif,True,145
P62891,pdb,8a3d,1.67,EM,f=1-51,https://files.rcsb.org/download/8a3d.cif,True,120
P62879,alphafold,AF-P62879-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P62879-F1-model_v6.cif,True,0
P62877,pdb,3dpl,2.6,X-ray,R=5-108,https://files.rcsb.org/download/3dpl.cif,True,75
P62899,pdb,8a3d,1.67,EM,X=1-125,https://files.rcsb.org/download/8a3d.cif,True,124
P62913,pdb,8a3d,1.67,EM,q=1-178,https://files.rcsb.org/download/8a3d.cif,True,124
P62873,pdb,8qeh,1.43,X-ray,B=2-340,https://files.rcsb.org/download/8qeh.cif,True,967
P62917,pdb,8a3d,1.67,EM,D=1-257,https://files.rcsb.org/download/8a3d.cif,True,120
P62888,pdb,3vi6,1.59,X-ray,A=1-115,https://files.rcsb.org/download/3vi6.cif,True,124
P62906,pdb,8yop,2.2,EM,Lz=1-217,https://files.rcsb.org/download/8yop.cif,True,67
P62942,pdb,2ppn,0.92,X-ray,A=2-108,https://files.rcsb.org/download/2ppn.cif,True,90
P62910,pdb,8a3d,1.67,EM,Y=1-135,https://files.rcsb.org/download/8a3d.cif,True,133
P62979,pdb,3nhe,1.26,X-ray,B=1-76,https://files.rcsb.org/download/3nhe.cif,True,179
P62937,pdb,9bg4,1.14,X-ray,C/D=1-165,https://files.rcsb.org/download/9bg4.cif,True,195
P62987,pdb,5gob,1.15,X-ray,B=10-76,https://files.rcsb.org/download/5gob.cif,True,138
P62993,pdb,6icg,1.15,X-ray,A/B=60-152,https://files.rcsb.org/download/6icg.cif,True,55
P62945,pdb,8glp,1.67,EM,Ln=1-25,https://files.rcsb.org/download/8glp.cif,True,116
P62995,pdb,2kxn,,NMR,B=106-200,https://files.rcsb.org/download/2kxn.cif,True,4
P63010,pdb,2g30,1.6,X-ray,A=701-937,https://files.rcsb.org/download/2g30.cif,True,22
P63000,pdb,1mh1,1.38,X-ray,A=2-184,https://files.rcsb.org/download/1mh1.cif,True,69
P63027,pdb,9ckx,1.98,X-ray,A/B=95-114,https://files.rcsb.org/download/9ckx.cif,True,7
P63096,pdb,6crk,2.0,X-ray,A=2-354,https://files.rcsb.org/download/6crk.cif,True,457
P63151,pdb,8twe,2.55,EM,B=2-447,https://files.rcsb.org/download/8twe.cif,True,7
P63104,pdb,2o02,1.5,X-ray,A/B=1-230,https://files.rcsb.org/download/2o02.cif,True,74
P63162,pdb,8tbp,3.13,X-ray,E/F=65-79,https://files.rcsb.org/download/8tbp.cif,True,2
P63092,pdb,7bph,1.57,X-ray,A=7-394,https://files.rcsb.org/download/7bph.cif,True,390
P63098,pdb,4f0z,1.7,X-ray,B=1-170,https://files.rcsb.org/download/4f0z.cif,True,18
P63165,pdb,6uyr,1.3,X-ray,A=17-97,https://files.rcsb.org/download/6uyr.cif,True,64
P63172,pdb,8rgi,2.02,X-ray,A=2-113,https://files.rcsb.org/download/8rgi.cif,True,7
P63211,alphafold,AF-P63211-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P63211-F1-model_v6.cif,True,0
P63215,alphafold,AF-P63215-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P63215-F1-model_v6.cif,True,0
P63173,pdb,8a3d,1.67,EM,e=1-70,https://files.rcsb.org/download/8a3d.cif,True,125
P63167,pdb,6gzl,1.95,X-ray,A=1-89,https://files.rcsb.org/download/6gzl.cif,True,13
P63218,alphafold,AF-P63218-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P63218-F1-model_v6.cif,True,0
P63208,pdb,1fs1,1.8,X-ray,B/D=1-147,https://files.rcsb.org/download/1fs1.cif,True,62
P63220,pdb,8glp,1.67,EM,SV=1-83,https://files.rcsb.org/download/8glp.cif,True,140
P63244,pdb,8glp,1.67,EM,Sg=1-317,https://files.rcsb.org/download/8glp.cif,True,134
P63279,pdb,5f6e,1.12,X-ray,A=2-158,https://files.rcsb.org/download/5f6e.cif,True,31
P63261,pdb,6wk2,1.76,X-ray,C/Y=66-88,https://files.rcsb.org/download/6wk2.cif,True,10
P63267,pdb,8v2o,2.45,EM,A/B/C/D/E=1-376,https://files.rcsb.org/download/8v2o.cif,True,4
P63272,pdb,3h7h,1.55,X-ray,A=2-117,https://files.rcsb.org/download/3h7h.cif,True,26
P63316,pdb,3sd6,1.37,X-ray,A=1-89,https://files.rcsb.org/download/3sd6.cif,True,61
P67809,pdb,6kug,1.4,X-ray,A=52-129,https://files.rcsb.org/download/6kug.cif,True,10
P67775,pdb,4ny3,1.8,X-ray,C/D=304-309,https://files.rcsb.org/download/4ny3.cif,True,38
P68366,alphafold,AF-P68366-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P68366-F1-model_v6.cif,True,0
P68371,pdb,8sh7,2.8,EM,B=1-445,https://files.rcsb.org/download/8sh7.cif,True,4
P67870,pdb,1qf8,1.74,X-ray,A/B=1-182,https://files.rcsb.org/download/1qf8.cif,True,10
P68871,pdb,2w72,1.07,X-ray,B/D=3-147,https://files.rcsb.org/download/2w72.cif,True,334
P68431,pdb,5svy,1.05,X-ray,B=2-12,https://files.rcsb.org/download/5svy.cif,True,476
P68036,pdb,7v8f,1.66,X-ray,A=1-154,https://files.rcsb.org/download/7v8f.cif,True,20
P68104,pdb,3c5j,1.8,X-ray,C=343-355,https://files.rcsb.org/download/3c5j.cif,True,8
P69891,pdb,1i3d,1.7,X-ray,A/B=2-147,https://files.rcsb.org/download/1i3d.cif,True,2
P68400,pdb,3war,1.04,X-ray,A=1-335,https://files.rcsb.org/download/3war.cif,True,280
P69892,pdb,7qu4,1.66,X-ray,G/H=1-147,https://files.rcsb.org/download/7qu4.cif,True,4
P69905,pdb,2w72,1.07,X-ray,"A=2-142, C=3-142",https://files.rcsb.org/download/2w72.cif,True,341
P78318,pdb,4iyp,2.8,X-ray,A=2-234,https://files.rcsb.org/download/4iyp.cif,True,1
P78317,pdb,2xeu,1.5,X-ray,A=130-190,https://files.rcsb.org/download/2xeu.cif,True,3
P78345,alphafold,AF-P78345-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P78345-F1-model_v6.cif,True,0
P78325,pdb,4dd8,2.1,X-ray,A/B/C/D=196-403,https://files.rcsb.org/download/4dd8.cif,True,1
P78347,pdb,2eje,,NMR,A=854-954,https://files.rcsb.org/download/2eje.cif,True,4
P78334,alphafold,AF-P78334-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P78334-F1-model_v6.cif,True,0
P78357,alphafold,AF-P78357-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P78357-F1-model_v6.cif,True,0
P78346,alphafold,AF-P78346-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P78346-F1-model_v6.cif,True,0
P78364,pdb,2l8e,,NMR,A=783-828,https://files.rcsb.org/download/2l8e.cif,True,1
P78352,pdb,6qjl,1.04,X-ray,A/B=302-403,https://files.rcsb.org/download/6qjl.cif,True,22
P78395,alphafold,AF-P78395-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P78395-F1-model_v6.cif,True,0
P78381,alphafold,AF-P78381-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P78381-F1-model_v6.cif,True,0
P78371,pdb,7nvl,2.5,EM,B/b=1-535,https://files.rcsb.org/download/7nvl.cif,True,49
P78536,pdb,2ddf,1.7,X-ray,A/B=218-474,https://files.rcsb.org/download/2ddf.cif,True,28
P78406,pdb,3mmy,1.65,X-ray,A/C/E/G=1-368,https://files.rcsb.org/download/3mmy.cif,True,6
P78396,alphafold,AF-P78396-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P78396-F1-model_v6.cif,True,0
P78560,pdb,2o71,2.0,X-ray,A=94-199,https://files.rcsb.org/download/2o71.cif,True,3
P78508,alphafold,AF-P78508-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P78508-F1-model_v6.cif,True,0
P78527,pdb,7z87,2.91,EM,A=1-4128,https://files.rcsb.org/download/7z87.cif,True,42
P80217,alphafold,AF-P80217-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P80217-F1-model_v6.cif,True,0
P78552,pdb,4hwb,2.61,X-ray,A=223-336,https://files.rcsb.org/download/4hwb.cif,True,4
P78537,alphafold,AF-P78537-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P78537-F1-model_v6.cif,True,0
P81274,pdb,4wnd,1.5,X-ray,A=20-421,https://files.rcsb.org/download/4wnd.cif,True,7
P80404,alphafold,AF-P80404-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P80404-F1-model_v6.cif,True,0
P82094,alphafold,AF-P82094-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P82094-F1-model_v6.cif,True,0
P82650,pdb,7qi4,2.21,EM,AR=1-360,https://files.rcsb.org/download/7qi4.cif,True,57
P82673,pdb,7qi4,2.21,EM,A1=1-323,https://files.rcsb.org/download/7qi4.cif,True,57
P82675,pdb,7qi4,2.21,EM,AD=1-430,https://files.rcsb.org/download/7qi4.cif,True,57
P82279,pdb,4uu5,1.23,X-ray,B=1390-1406,https://files.rcsb.org/download/4uu5.cif,True,1
P82912,pdb,7qi4,2.21,EM,AI=1-194,https://files.rcsb.org/download/7qi4.cif,True,55
P82909,alphafold,AF-P82909-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P82909-F1-model_v6.cif,True,0
P82663,pdb,7qi4,2.21,EM,AT=1-173,https://files.rcsb.org/download/7qi4.cif,True,57
P82664,pdb,7qi4,2.21,EM,AH=1-201,https://files.rcsb.org/download/7qi4.cif,True,57
P82933,pdb,7qi4,2.21,EM,AG=1-396,https://files.rcsb.org/download/7qi4.cif,True,57
P82914,pdb,7qi4,2.21,EM,AL=1-257,https://files.rcsb.org/download/7qi4.cif,True,57
P83111,pdb,7v1y,2.82,EM,A/B/C/D=63-547,https://files.rcsb.org/download/7v1y.cif,True,4
P82921,pdb,8css,2.36,EM,Q=1-87,https://files.rcsb.org/download/8css.cif,True,54
P82930,pdb,7qi4,2.21,EM,A0=2-218,https://files.rcsb.org/download/7qi4.cif,True,56
P82932,pdb,7qi4,2.21,EM,AE=1-125,https://files.rcsb.org/download/7qi4.cif,True,57
P83436,alphafold,AF-P83436-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P83436-F1-model_v6.cif,True,0
P82979,pdb,2do1,,NMR,A=6-47,https://files.rcsb.org/download/2do1.cif,True,1
P83881,pdb,8a3d,1.67,EM,i=1-106,https://files.rcsb.org/download/8a3d.cif,True,98
P83369,pdb,8g1u,2.83,EM,D/H/L/P=1-360,https://files.rcsb.org/download/8g1u.cif,True,2
P84077,pdb,8sdw,1.75,X-ray,A=1-181,https://files.rcsb.org/download/8sdw.cif,True,30
P84090,pdb,2nml,1.55,X-ray,A=1-104,https://files.rcsb.org/download/2nml.cif,True,4
P83731,pdb,8a3d,1.67,EM,Q=1-157,https://files.rcsb.org/download/8a3d.cif,True,79
P84098,pdb,8a3d,1.67,EM,L=1-196,https://files.rcsb.org/download/8a3d.cif,True,127
P84103,pdb,9asq,3.0,EM,H=1-164,https://files.rcsb.org/download/9asq.cif,True,3
P83876,pdb,1qgv,1.4,X-ray,A=1-142,https://files.rcsb.org/download/1qgv.cif,True,32
P84243,pdb,3ql9,0.93,X-ray,C=2-16,https://files.rcsb.org/download/3ql9.cif,True,94
P84022,pdb,6yib,1.7,X-ray,P=417-425,https://files.rcsb.org/download/6yib.cif,True,12
P86791,pdb,9l0d,3.41,EM,B=1-482,https://files.rcsb.org/download/9l0d.cif,True,1
P85037,pdb,8bzm,2.69,X-ray,A/E/I/J=304-398,https://files.rcsb.org/download/8bzm.cif,True,1
P85299,alphafold,AF-P85299-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P85299-F1-model_v6.cif,True,0
P85298,alphafold,AF-P85298-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P85298-F1-model_v6.cif,True,0
P98077,alphafold,AF-P98077-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P98077-F1-model_v6.cif,True,0
P98082,pdb,6o5o,1.75,X-ray,A/B=31-191,https://files.rcsb.org/download/6o5o.cif,True,3
P98160,pdb,3sh4,1.5,X-ray,A=4197-4391,https://files.rcsb.org/download/3sh4.cif,True,2
P98095,alphafold,AF-P98095-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P98095-F1-model_v6.cif,True,0
P98170,pdb,4j44,1.3,X-ray,A/C=152-236,https://files.rcsb.org/download/4j44.cif,True,72
P99999,pdb,5ty3,1.25,X-ray,A/B=2-105,https://files.rcsb.org/download/5ty3.cif,True,13
P98161,pdb,8zkh,2.3,EM,A=3052-4303,https://files.rcsb.org/download/8zkh.cif,True,10
P98175,pdb,2m2b,,NMR,A=277-408,https://files.rcsb.org/download/2m2b.cif,True,6
P98172,alphafold,AF-P98172-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P98172-F1-model_v6.cif,True,0
P98177,pdb,3l2c,1.87,X-ray,A=86-187,https://files.rcsb.org/download/3l2c.cif,True,2
Q00266,pdb,8swa,2.0,X-ray,A=16-395,https://files.rcsb.org/download/8swa.cif,True,4
Q00341,pdb,2ctk,,NMR,A=964-1054,https://files.rcsb.org/download/2ctk.cif,True,8
Q00325,alphafold,AF-Q00325-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-Q00325-F1-model_v6.cif,True,0
Q00013,pdb,3ney,2.26,X-ray,A/B/C/D/E/F=282-460,https://files.rcsb.org/download/3ney.cif,True,3
Q00403,pdb,7nvu,2.5,EM,M=1-316,https://files.rcsb.org/download/7nvu.cif,True,55
Q00597,pdb,7kzp,3.1,EM,C=1-558,https://files.rcsb.org/download/7kzp.cif,True,6
Q00526,pdb,7xqk,2.25,X-ray,A=1-305,https://files.rcsb.org/download/7xqk.cif,True,2
Q00610,pdb,9c0y,1.4,X-ray,A=1-364,https://files.rcsb.org/download/9c0y.cif,True,10
Q00534,pdb,1blx,1.9,X-ray,A=1-326,https://files.rcsb.org/download/1blx.cif,True,20
Q00604,pdb,5bq8,2.0,X-ray,A/B/C/D=25-133,https://files.rcsb.org/download/5bq8.cif,True,11
Q00535,pdb,4au8,1.9,X-ray,A/B=2-292,https://files.rcsb.org/download/4au8.cif,True,10
Q00613,pdb,5hdn,1.68,X-ray,A/B/C/D=15-120,https://files.rcsb.org/download/5hdn.cif,True,8
Q00653,pdb,1a3q,2.1,X-ray,A/B=37-327,https://files.rcsb.org/download/1a3q.cif,True,11
Q00765,alphafold,AF-Q00765-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-Q00765-F1-model_v6.cif,True,0
Q00987,pdb,6q9l,1.13,X-ray,A/B=17-111,https://files.rcsb.org/download/6q9l.cif,True,146
Q01064,pdb,1taz,1.77,X-ray,A=146-506,https://files.rcsb.org/download/1taz.cif,True,7
Q00872,pdb,2yxm,1.51,X-ray,A=252-338,https://files.rcsb.org/download/2yxm.cif,True,7
Q00839,alphafold,AF-Q00839-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-Q00839-F1-model_v6.cif,True,0
Q00975,pdb,7vfs,2.8,EM,A=1-2339,https://files.rcsb.org/download/7vfs.cif,True,7
Q01118,pdb,7tj9,2.9,EM,A=1-1682,https://files.rcsb.org/download/7tj9.cif,True,2
Q01094,pdb,6g0p,1.3,X-ray,B=114-129,https://files.rcsb.org/download/6g0p.cif,True,8
Q01081,pdb,1jmt,2.2,X-ray,A=43-146,https://files.rcsb.org/download/1jmt.cif,True,1
Q00978,alphafold,AF-Q00978-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-Q00978-F1-model_v6.cif,True,0
Q01196,pdb,1ljm,2.5,X-ray,A/B=51-181,https://files.rcsb.org/download/1ljm.cif,True,5
Q01201,pdb,8g8r,2.6,X-ray,B=407-440,https://files.rcsb.org/download/8g8r.cif,True,1
Q01105,pdb,7mto,1.79,X-ray,A=37-238,https://files.rcsb.org/download/7mto.cif,True,3
Q01167,pdb,2c6y,2.4,X-ray,A/B=256-353,https://files.rcsb.org/download/2c6y.cif,True,2
Q01518,pdb,1k8f,2.8,X-ray,A/B/C/D=319-475,https://files.rcsb.org/download/1k8f.cif,True,1
Q01130,pdb,2lea,,NMR,A=1-101,https://files.rcsb.org/download/2lea.cif,True,4
Q01362,pdb,8ywa,3.14,EM,B=1-244,https://files.rcsb.org/download/8ywa.cif,True,2
Q01534,alphafold,AF-Q01534-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-Q01534-F1-model_v6.cif,True,0
Q01344,pdb,1obx,1.35,X-ray,B=413-420,https://files.rcsb.org/download/1obx.cif,True,6
Q01543,pdb,9cp6,1.66,X-ray,A=259-371,https://files.rcsb.org/download/9cp6.cif,True,14
Q01638,pdb,4kc3,3.27,X-ray,B=19-321,https://files.rcsb.org/download/4kc3.cif,True,1
Q01726,pdb,7f4h,2.7,EM,R=1-317,https://files.rcsb.org/download/7f4h.cif,True,5
Q01650,pdb,7dsk,2.9,EM,B=2-507,https://files.rcsb.org/download/7dsk.cif,True,21
Q01658,pdb,1jfi,2.62,X-ray,B=1-176,https://files.rcsb.org/download/1jfi.cif,True,1
Q01844,pdb,2cpe,,NMR,A=353-453,https://files.rcsb.org/download/2cpe.cif,True,1
Q01668,pdb,3lv3,1.94,X-ray,C=502-510,https://files.rcsb.org/download/3lv3.cif,True,6
Q01955,pdb,6wku,1.76,X-ray,A=1439-1666,https://files.rcsb.org/download/6wku.cif,True,2
Q01860,pdb,7u0i,2.6,EM,L/M=138-292,https://files.rcsb.org/download/7u0i.cif,True,12
Q01718,pdb,9k3l,3.01,EM,R=1-297,https://files.rcsb.org/download/9k3l.cif,True,2
Q01970,pdb,7sq2,2.6,X-ray,B=10-886,https://files.rcsb.org/download/7sq2.cif,True,10
Q01780,pdb,3saf,2.5,X-ray,A/B=180-606,https://files.rcsb.org/download/3saf.cif,True,7
Q02153,pdb,2wz1,1.63,X-ray,A/B=408-619,https://files.rcsb.org/download/2wz1.cif,True,14
Q01959,pdb,9eo4,2.66,EM,B=1-620,https://files.rcsb.org/download/9eo4.cif,True,7
Q01831,pdb,2obh,1.8,X-ray,C/D=847-863,https://files.rcsb.org/download/2obh.cif,True,11
Q02078,pdb,1egw,1.5,X-ray,A/B/C/D=2-78,https://files.rcsb.org/download/1egw.cif,True,9
Q02218,pdb,3ery,1.95,X-ray,P/Q=932-940,https://files.rcsb.org/download/3ery.cif,True,3
Q02108,pdb,4ni2,1.9,X-ray,A=468-662,https://files.rcsb.org/download/4ni2.cif,True,12
Q02223,pdb,4zfo,1.9,X-ray,F/K=1-54,https://files.rcsb.org/download/4zfo.cif,True,10
Q02241,pdb,3vhx,2.81,X-ray,B/D/F/H=794-911,https://files.rcsb.org/download/3vhx.cif,True,1
Q02297,pdb,7mn5,2.93,EM,H=176-237,https://files.rcsb.org/download/7mn5.cif,True,11
Q02410,pdb,1aqc,2.3,X-ray,A/B=453-623,https://files.rcsb.org/download/1aqc.cif,True,8
Q02447,alphafold,AF-Q02447-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-Q02447-F1-model_v6.cif,True,0
Q02643,pdb,2xdg,1.95,X-ray,A/B=34-123,https://files.rcsb.org/download/2xdg.cif,True,2
Q02556,alphafold,AF-Q02556-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-Q02556-F1-model_v6.cif,True,0
Q02577,alphafold,AF-Q02577-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-Q02577-F1-model_v6.cif,True,0
Q02539,alphafold,AF-Q02539-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-Q02539-F1-model_v6.cif,True,0
Q02543,pdb,8a3d,1.67,EM,M=1-176,https://files.rcsb.org/download/8a3d.cif,True,133
Q02750,pdb,7b7r,1.7,X-ray,"A/B=37-263, A/B=308-383",https://files.rcsb.org/download/7b7r.cif,True,84
Q02763,pdb,3bea,2.02,X-ray,A=917-935,https://files.rcsb.org/download/3bea.cif,True,16
Q02878,pdb,8a3d,1.67,EM,H=1-288,https://files.rcsb.org/download/8a3d.cif,True,133
Q02880,pdb,9bq8,1.25,X-ray,A=50-443,https://files.rcsb.org/download/9bq8.cif,True,20
Q02846,alphafold,AF-Q02846-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-Q02846-F1-model_v6.cif,True,0
Q02962,alphafold,AF-Q02962-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-Q02962-F1-model_v6.cif,True,0
Q02952,alphafold,AF-Q02952-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-Q02952-F1-model_v6.cif,True,0
Q03113,pdb,7ydj,3.03,EM,"A=45-83, A=209-255, A=270-381",https://files.rcsb.org/download/7ydj.cif,True,1
Q03112,pdb,6bw3,2.2,X-ray,B/D=1-12,https://files.rcsb.org/download/6bw3.cif,True,1
Q03135,pdb,7sc0,3.4,EM,A/B/C/D/E/F/G/H/I/J/K=1-178,https://files.rcsb.org/download/7sc0.cif,True,1
Q03111,pdb,8pji,1.7,X-ray,A=1-148,https://files.rcsb.org/download/8pji.cif,True,25
Q03164,pdb,3emh,1.37,X-ray,B=3764-3776,https://files.rcsb.org/download/3emh.cif,True,60
Q03181,pdb,5u3q,1.5,X-ray,A/B=170-441,https://files.rcsb.org/download/5u3q.cif,True,55
Q03188,pdb,7r5r,2.44,EM,K/L=2-544,https://files.rcsb.org/download/7r5r.cif,True,14
Q03431,pdb,5emb,0.85,X-ray,B=586-593,https://files.rcsb.org/download/5emb.cif,True,36
Q03405,pdb,2fd6,1.9,X-ray,U=23-297,https://files.rcsb.org/download/2fd6.cif,True,11
Q03468,pdb,4cvo,1.85,X-ray,A=84-160,https://files.rcsb.org/download/4cvo.cif,True,12
Q04206,pdb,6nv2,1.13,X-ray,P=39-51,https://files.rcsb.org/download/6nv2.cif,True,88
Q03989,alphafold,AF-Q03989-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-Q03989-F1-model_v6.cif,True,0
Q03933,pdb,5hdk,1.32,X-ray,A/B/C/D=7-112,https://files.rcsb.org/download/5hdk.cif,True,5
Q04609,pdb,5o5t,1.43,X-ray,A=44-750,https://files.rcsb.org/download/5o5t.cif,True,88
Q04637,pdb,5t46,1.53,X-ray,B/D=592-653,https://files.rcsb.org/download/5t46.cif,True,14
Q04725,alphafold,AF-Q04725-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-Q04725-F1-model_v6.cif,True,0
Q04721,pdb,5mwb,1.86,X-ray,A=414-532,https://files.rcsb.org/download/5mwb.cif,True,2
Q04759,pdb,5f9e,2.0,X-ray,A/B=361-706,https://files.rcsb.org/download/5f9e.cif,True,8
Q04844,pdb,9dms,1.92,EM,B=1-493,https://files.rcsb.org/download/9dms.cif,True,13
Q04724,pdb,1gxr,1.65,X-ray,A/B=443-770,https://files.rcsb.org/download/1gxr.cif,True,6
Q04771,pdb,6srh,1.25,X-ray,A/B=201-499,https://files.rcsb.org/download/6srh.cif,True,83
Q04726,alphafold,AF-Q04726-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-Q04726-F1-model_v6.cif,True,0
Q04864,alphafold,AF-Q04864-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-Q04864-F1-model_v6.cif,True,0
Q04727,alphafold,AF-Q04727-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-Q04727-F1-model_v6.cif,True,0
Q04917,pdb,2c63,2.15,X-ray,A/B/C/D=2-246,https://files.rcsb.org/download/2c63.cif,True,3
Q05048,pdb,6b3x,2.3,X-ray,A=80-431,https://files.rcsb.org/download/6b3x.cif,True,1
Q05195,pdb,1nlw,2.0,X-ray,A/D=57-136,https://files.rcsb.org/download/1nlw.cif,True,5
Q05066,pdb,9bvd,2.48,X-ray,C/F/I=59-136,https://files.rcsb.org/download/9bvd.cif,True,10
Q05086,pdb,6tgk,1.3,X-ray,C=765-869,https://files.rcsb.org/download/6tgk.cif,True,24
Q05516,pdb,1buo,1.9,X-ray,A=6-126,https://files.rcsb.org/download/1buo.cif,True,3
Q05519,alphafold,AF-Q05519-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-Q05519-F1-model_v6.cif,True,0
Q05513,alphafold,AF-Q05513-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-Q05513-F1-model_v6.cif,True,0
Q05586,pdb,9gj1,1.62,X-ray,"B=394-544, B=663-800",https://files.rcsb.org/download/9gj1.cif,True,68
Q05397,pdb,6yoj,1.36,X-ray,A=411-689,https://files.rcsb.org/download/6yoj.cif,True,39
Q05655,pdb,1yrk,1.7,X-ray,A=1-123,https://files.rcsb.org/download/1yrk.cif,True,2
Q05823,pdb,1wdy,1.8,X-ray,A=21-305,https://files.rcsb.org/download/1wdy.cif,True,5
Q05940,pdb,8jsw,2.84,EM,A=18-474,https://files.rcsb.org/download/8jsw.cif,True,32
Q05BQ5,pdb,6nfx,1.95,X-ray,A=140-562,https://files.rcsb.org/download/6nfx.cif,True,3
Q06124,pdb,3zm1,1.4,X-ray,A=248-527,https://files.rcsb.org/download/3zm1.cif,True,97
Q06187,pdb,5p9j,1.08,X-ray,A=382-659,https://files.rcsb.org/download/5p9j.cif,True,133
Q06323,pdb,1avo,2.8,X-ray,"A/C/E/G/I/K/M=4-63, B/D/F/H/J/L/N=104-242",https://files.rcsb.org/download/1avo.cif,True,6
Q06265,pdb,9g8m,3.3,EM,K=1-439,https://files.rcsb.org/download/9g8m.cif,True,8
Q06330,pdb,2f8x,3.25,X-ray,C=23-449,https://files.rcsb.org/download/2f8x.cif,True,4
Q06203,alphafold,AF-Q06203-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-Q06203-F1-model_v6.cif,True,0
